Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Cadence de course moyenne,Cadence de course maximale,Training Stress Score® (TSS®),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de mouvements,SWOLF moyen,Fréquence moy. des coups,Total des répétitions,Total des sessions,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de circuits,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Course à pied,2022-01-07 11:51:57,false,"Dompierre-sur-Yon Course à pied","8.94","668","00:44:04","162","185","--","163","170","4:56","4:23","196","177","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","04:42.28.5","9","25.0","--","--","--","00:43:59","00:44:04","64","120"
En piscine,2022-01-06 17:40:47,false,"En piscine","1,850","416","01:14:13","0","0","--","0","0","2:09","1:50","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","892","88","22","0","--","0:00","25.0","0:00","Non","00:02.17.8","56","25.0","--","--","--","00:39:41","01:14:18","--","--"
Course à pied,2022-01-06 12:07:18,false,"Dompierre-sur-Yon Course à pied","7.48","577","00:38:35","160","188","--","155","206","5:09","2:26","59","56","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","02:31.34.8","8","24.0","--","--","--","00:38:32","00:38:35","66","88"
Cyclisme,2022-01-05 17:30:38,false,"La Roche-sur-Yon Cyclisme","15.00","507","00:54:50","128","176","--","0","0","16.4","37.5","301","281","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","27:23.86.5","2","23.0","--","--","--","00:54:36","00:57:08","-500","-500"
En piscine,2022-01-05 16:08:49,false,"En piscine","1,600","355","01:05:51","0","0","--","0","0","2:10","1:53","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","827","91","24","0","--","0:00","24.0","0:00","Non","00:00.65.2","56","26.0","--","--","--","00:34:47","01:05:56","--","--"
Cyclisme,2022-01-05 15:07:20,false,"Dompierre-sur-Yon Cyclisme","15.20","381","00:45:01","122","160","--","0","0","20.3","37.6","212","237","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","22:04.84.2","2","24.0","--","--","--","00:44:52","00:46:24","40","85"
En piscine,2022-01-04 17:39:09,false,"En piscine","1,450","326","00:54:38","0","0","--","0","0","1:57","0:52","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","636","80","23","0","--","0:00","24.0","0:00","Non","00:29.52.7","52","26.0","--","--","--","00:28:10","00:54:43","--","--"
Course à pied,2022-01-04 11:22:24,false,"Dompierre-sur-Yon Course à pied","7.84","612","00:38:50","169","191","--","162","172","4:57","4:07","57","59","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","04:06.33.9","8","26.0","--","--","--","00:38:48","00:38:50","63","84"
Course à pied,2022-01-03 11:10:24,false,"Dompierre-sur-Yon Course à pied","6.76","533","00:33:43","169","190","--","162","168","4:59","4:23","51","62","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","03:49.25.9","7","27.0","--","--","--","00:33:42","00:33:43","65","84"
Course à pied,2021-12-31 12:06:53,false,"Dompierre-sur-Yon Course à pied","5.66","451","00:27:27","173","192","--","161","168","4:51","4:31","41","41","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","02:30.07.6","6","24.0","--","--","--","00:27:25","00:27:27","64","85"
Course à pied,2021-12-25 11:14:36,false,"Dompierre-sur-Yon Course à pied","4.51","296","00:20:51","150","164","--","164","172","4:37","4:04","39","40","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","05:19.05.7","3","25.0","--","--","--","00:20:22","00:20:52","63","83"
En piscine,2021-12-24 11:14:34,false,"En piscine","1,850","414","01:03:23","0","0","--","0","0","2:14","1:46","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","1008","94","24","0","--","0:00","25.0","0:00","Non","00:01.47.8","36","26.0","--","--","--","00:41:28","01:03:38","--","--"
En piscine,2021-12-23 17:19:26,false,"En piscine","1,850","409","00:56:33","0","0","--","0","0","2:08","1:11","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","958","90","24","0","--","0:00","25.0","0:00","Non","00:06.49.1","30","26.0","--","--","--","00:39:28","00:56:38","--","--"
Course à pied,2021-12-23 13:07:45,false,"Dompierre-sur-Yon Course à pied","4.51","316","00:20:57","159","188","--","160","168","4:39","4:12","59","67","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","05:31.27.3","3","20.0","--","--","--","00:20:03","00:20:57","62","89"
Autre,2021-12-22 15:07:08,false,"Audierne Me suivre","2.79","224","00:38:59","101","128","--","0","0","4.3","11.1","60","59","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","38:58.64.2","1","24.0","--","--","--","00:33:55","00:38:59","3","48"
Autre,2021-12-21 17:06:05,false,"Audierne Me suivre","0.37","51","00:13:26","84","122","--","0","0","1.6","6.2","7","29","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","13:26.36.6","1","26.0","--","--","--","00:05:27","00:13:26","-500","-500"
En piscine,2021-12-21 15:26:17,false,"En piscine","1,750","398","01:03:10","0","0","--","0","0","3:37","1:27","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","869","44","25","0","--","0:00","27.0","0:00","Non","00:38.28","33","27.0","--","--","--","00:35:02","01:03:15","--","--"
Course à pied,2021-12-21 11:19:08,false,"Audierne Course à pied","6.72","497","00:33:04","160","181","--","161","177","4:55","4:14","95","94","1.26","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Non","01:17.98.3","5","20.0","--","--","--","00:33:04","00:33:04","-4","42"
Course à pied,2021-12-20 13:16:31,false,"Audierne Course à pied","4.30","315","00:20:58","159","176","--","164","199","4:52","4:08","60","60","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","05:26.88.8","3","20.0","--","--","--","00:20:36","00:20:58","1","48"
En piscine,2021-12-18 10:35:40,false,"En piscine","2,200","490","01:03:43","0","0","--","0","0","2:05","0:39","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","1075","87","24","0","--","0:00","24.0","0:00","Non","00:10.49.4","34","26.0","--","--","--","00:45:40","01:05:29","--","--"
Cyclisme,2021-12-17 13:32:25,false,"La Roche-sur-Yon Cyclisme","15.14","337","00:52:02","106","139","--","0","0","17.5","38.4","261","252","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","26:50.70.8","2","23.0","--","--","--","00:53:32","00:55:15","23","80"
En piscine,2021-12-17 12:10:46,false,"En piscine","1,900","429","01:10:08","0","0","--","0","0","2:04","1:54","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","855","85","22","0","--","0:00","25.0","0:00","Non","00:21.51.7","68","26.0","--","--","--","00:39:21","01:10:12","--","--"
Cyclisme,2021-12-17 11:12:19,false,"Dompierre-sur-Yon Cyclisme","15.07","318","00:45:22","103","130","--","0","0","19.9","39.4","218","259","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","22:36.44.7","2","28.0","--","--","--","00:44:01","00:56:21","33","78"
Course à pied,2021-12-16 11:10:00,false,"Dompierre-sur-Yon Course à pied","4.51","337","00:23:28","154","176","--","157","168","5:12","4:41","42","42","1.22","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","06:52.76.5","3","23.0","--","--","--","00:23:27","00:23:28","65","84"
En piscine,2021-12-15 16:28:59,false,"En piscine","1,700","390","01:04:14","0","0","--","0","0","1:59","1:46","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","747","81","22","0","--","0:00","25.0","0:00","Non","00:05.37.4","68","26.0","--","--","--","00:33:39","01:04:19","--","--"
Cyclisme,2021-12-14 13:27:42,false,"La Roche-sur-Yon Cyclisme","15.08","374","00:51:49","115","137","--","0","0","17.5","37.1","342","338","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","25:17.98.4","2","24.0","--","--","--","00:51:06","00:51:49","22","69"
En piscine,2021-12-14 12:15:14,false,"En piscine","1,350","302","00:58:04","0","0","--","0","0","2:00","1:46","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","585","82","22","0","--","0:00","24.0","0:00","Non","00:08.81.4","56","26.0","--","--","--","00:27:07","00:59:09","--","--"
Cyclisme,2021-12-14 11:12:28,false,"Dompierre-sur-Yon Cyclisme","15.21","325","00:51:12","109","151","--","0","0","17.8","37.1","216","242","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","23:02.24.6","2","25.0","--","--","--","00:47:12","00:51:12","40","84"
Cyclisme,2021-12-12 10:35:31,false,"Dompierre-sur-Yon Cyclisme","17.64","394","00:59:15","111","143","--","0","0","17.9","38.7","201","224","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","04:43.68","3","25.0","--","--","--","00:58:58","00:59:15","44","84"
En piscine,2021-12-09 10:43:42,false,"En piscine","1,000","221","00:52:29","65","65","--","0","0","1:56","1:38","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","469","82","24","0","--","0:00","24.0","0:00","Non","00:03.21.3","34","27.0","--","--","--","00:19:21","00:52:53","--","--"
Cyclisme,2021-12-07 13:13:09,false,"La Roche-sur-Yon Cyclisme","15.13","375","00:52:39","114","138","--","0","0","17.2","33.9","389","346","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","24:14.15.1","2","21.0","--","--","--","00:51:27","00:52:39","31","96"
En piscine,2021-12-07 12:09:26,false,"En piscine","950","217","00:47:36","0","0","--","0","0","1:50","1:03","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","409","76","24","0","--","0:00","24.0","0:00","Non","00:02.59.4","26","25.0","--","--","--","00:17:21","00:48:04","--","--"
Cyclisme,2021-12-07 11:37:21,false,"La Roche-sur-Yon Cyclisme","3.52","134","00:11:00","138","164","--","0","0","19.2","33.2","57","69","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","11:00.02","1","26.0","--","--","--","00:10:36","00:11:00","61","97"
Autre,2021-12-06 16:30:39,false,"Dompierre-sur-Yon Tactique","0.97","41","00:11:09","83","99","--","0","0","5.2","7.4","3","26","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","11:09.25.5","1","25.0","--","--","--","00:09:57","00:11:09","39","65"
Musculation,2021-12-03 19:13:28,false,"Musculation","0.00","203","00:52:07","90","113","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","156","20","0:00","25.0","0:00","Non","52:07.28.4","1","27.0","--","--","--","00:12:49","00:52:08","--","--"
Musculation,2021-12-03 11:27:33,false,"Musculation","0.00","381","01:34:26","91","126","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","256","28","0:00","21.0","0:00","Non","01:34:26.09.1","1","29.0","--","--","--","01:02:35","01:34:31","--","--"
Course à pied,2021-12-01 11:26:02,false,"Dompierre-sur-Yon Course à pied","7.84","652","00:38:32","175","195","--","161","170","4:55","4:24","56","56","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","07:10.63","5","26.0","--","--","--","00:38:05","00:38:32","68","88"
Course à pied,2021-11-30 16:52:00,false,"Dompierre-sur-Yon Course à pied","5.65","478","00:28:01","175","193","--","158","164","4:58","4:27","43","44","1.28","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","04:10.52","4","26.0","--","--","--","00:28:00","00:28:01","65","84"
Musculation,2021-11-23 17:40:52,false,"Musculation","0.00","7","00:01:57.1","85","92","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","3","1","0:00","25.0","0:00","Non","01:57.05.4","1","26.0","--","--","--","00:01:57.1","00:01:57.1","--","--"
Autre,2021-11-22 17:09:01,false,"Dompierre-sur-Yon Tactique","4.55","212","00:58:03","84","105","--","0","0","4.7","6.0","52","50","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","58:02.77.3","1","28.0","--","--","--","00:57:39","00:58:03","61","82"
Autre,2021-11-21 11:17:44,false,"Dompierre-sur-Yon Tactique","3.29","224","00:46:26","94","109","--","0","0","4.3","5.5","46","42","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","46:26.48.5","1","27.0","--","--","--","00:45:51","00:46:26","62","90"
Musculation,2021-11-20 17:14:28,false,"Musculation","0.00","372","00:58:15","109","170","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","317","25","0:00","23.0","0:00","Non","58:14.84.3","1","26.0","--","--","--","00:24:33","00:58:15","--","--"
En piscine,2021-11-20 10:19:10,false,"En piscine","950","240","00:46:21","0","0","--","0","0","2:16","1:42","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","494","94","23","0","--","0:00","25.0","0:00","Non","00:00.59.2","38","26.0","--","--","--","00:21:29","01:00:44","--","--"
Musculation,2021-11-19 17:00:20,false,"Musculation","0.00","236","00:54:35","94","118","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","289","26","0:00","25.0","0:00","Non","54:34.55.4","1","28.0","--","--","--","00:18:26","00:55:35","--","--"
Course à pied,2021-11-19 10:19:36,false,"Dompierre-sur-Yon Course à pied","7.86","612","00:37:35","167","186","--","161","170","4:47","4:09","56","57","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","06:47.12.6","5","25.0","--","--","--","00:37:34","00:37:35","64","84"
Musculation,2021-11-18 17:47:06,false,"Musculation","0.00","299","00:50:47","107","130","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","362","30","0:00","25.0","0:00","Non","50:46.83.7","1","27.0","--","--","--","00:15:39","00:50:49","--","--"
Course à pied,2021-11-18 10:43:39,false,"Dompierre-sur-Yon Course à pied","8.97","758","00:46:49","171","196","--","154","187","5:13","3:24","58","88","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","04:59.20.8","6","24.0","--","--","--","00:46:19","00:46:49","35","84"
Rameur d'intérieur,2021-11-17 17:37:16,false,"Rameur d'intérieur","6,002","467","00:31:39","156","181","--","0","0","2:38","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","857","0","0","0","--","0:00","23.0","0:00","Non","31:38.57.3","1","25.0","--","--","--","00:00:00","00:31:44","--","--"
